question,answer
"Bác sĩ cho hỏi, mình bị bệnh về thần kinh 7, mắt và miệng ảnh hưởng. Xin hỏi, mắc bệnh về dây thần kinh số 7 có phương pháp điều trị không? Trân trọng cảm ơn bác sĩ.","Chào bạn! Bạn bị dây thần kinh VII ngoại biên hoặc trung ương, có các biện pháp điều trị khác nhau. Do đó, bạn cần đi khám bác sĩ Nội thần kinh để được tư vấn và điều trị về vấn đề dây thần kinh số 7 hiện tại. Bạn có thể đến thăm khám tại các cơ sở Y tế hoặc bệnh viện  để được các bác sĩ giàu chuyên môn tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn luôn mạnh khỏe."
"Chào bác sĩ, Em hiện có thai 25 tuần, em mới làm dung nạp đường nhưng khi uống đường bị nôn nên bác sĩ hẹn 2 ngày sau khoẻ thì đến làm lại, 2 ngày sau đến em uống đường lại bị nôn tiếp nên lại không làm được ạ. Từ lúc bầu em mới xét nghiệm glucose lúc đói, chưa làm, xin hỏi bác sĩ phụ nữ mang thai 25 tuần xét nghiệm HbA1C được không? Cảm ơn bác sĩ tư vấn.","Chào bạn, Với câu hỏi “Phụ nữ mang thai 25 tuần xét nghiệm HbA1C được không?”, bác sĩ giải đáp như sau: Nghiệm pháp tăng đường huyết để phát hiện tiểu đường thai kỳ thường làm từ tuần thai 24 - 28. Nếu bị nôn, có thể làm lại nghiệm pháp lần sau, lưu ý uống nước đường chậm, ít một sẽ đỡ bị nôn. HbA1C không để chẩn đoán mà chỉ đánh giá thêm tình trạng tăng đường huyết. Nếu HbA1C rất cao có thể người bệnh bị đái đường type 2 từ trước chứ không phải tiểu đường thai kỳ. Nếu bạn còn thắc mắc về việc xét nghiệm HbA1C khi có thai, bạn có thể đến cơ sở y tế thăm khám và điều trị sớm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Xin chào bác sĩ, em bị đau nửa đầu bên trái đã hơn 1 năm nay. Cơn đau kéo dài và khi uống rượu bia thì cơn đau càng dữ dội hơn. Ngoài ra, khi em bóp bó dây thần kinh bên trái thì cơn đau lại xuất hiện rất dữ dội. Vậy thưa bác sĩ, em bị làm sao vậy ạ? Cảm ơn bác sĩ nhiều ạ!","Chào em, có thể em đã bị đau đầu Migraine, đau đầu cụm,... Vậy nên, em có thể đến khám, làm xét nghiệm tại chuyên khoa Nội Thần Kinh thuộc hệ thống bệnh viện toàn quốc để có chẩn đoán và điều trị phù hợp, chính xác nhất. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng."
"Chào bác sĩ, năm nay tôi 46 tuổi, tôi có dấu hiệu sụt cân nhanh và đôi khi hay mệt mỏi, tôi có đi khám ở bệnh viện gần nhà thì kết quả bảng xét nghiệm là định lượng glucose trong máu là 18,7 H. Bác sĩ cho tôi hỏi như vậy là tương đương mới bao nhiêu mmol/l vậy ạ. Liệu tôi có đang mắc bệnh tiểu đường không, và mức độ nguy hiểm cao không ạ. Mong bác sĩ tư vấn giúp tôi. Cảm ơn bác sĩ nhiều.","Xin chào, theo như kết quả do cung cấp thì có nguy cơ bị đái tháo đường. Nên đến khám trực tiếp tại chuyên khoa nội tiết càng sớm càng tốt để khẳng định chẩn đoán và tư vấn hướng điều trị. Đơn vị glucose máu chỉ có là mmol/l hoặc mg /dl thôi ạ, ở đây cung cấp với đơn vị là H thì có vẻ như đây không phải là đơn vị chính xác ạ. Cảm ơn đã đặt câu hỏi tới website vinmec.com. Trân trọng."
"Chào bác sĩ, Em bị basedow cường giáp. Vậy bác sĩ cho em hỏi phương pháp điều trị basedow cường giáp? Có thể đốt bằng RFA sóng cao tần được không? Em cảm ơn bác sĩ. 

(cleaned text)","Chào bạn, Với câu hỏi “Phương pháp điều trị basedow cường giáp?”, bác sĩ xin giải đáp như sau: Bệnh cường giáp là một nhóm bệnh gây ra bởi tình trạng tăng tiết hormon tuyến giáp (triiodothyronine và thyroxin) dẫn đến các triệu chứng tim mạch, tăng chuyển hóa quá mức với các biểu hiện: Tim đập nhanh, gầy sút cân,... Bệnh cường giáp có nhiều phương pháp điều trị như: Điều trị nội khoa, uống I131, phẫu thuật. Tùy tình trạng bệnh, điều kiện hoàn cảnh, nhận thức, bệnh đi kèm, lứa tuổi để người bệnh được bác sĩ tư vấn, lựa chọn giải pháp cho phù hợp. Gần đây, đốt bằng RFA sóng cao tần là một trong những giải pháp điều trị nhân giáp, khi tình trạng cường giáp đã ổn định (trở về bình giáp). Nếu bạn còn thắc mắc về điều trị basedow cường giáp, bạn có thể đến bệnh viện  để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, bác cho em hỏi, vợ em đang mang bầu được 6 tháng, đứa nhỏ nhà em năm nay 5 tuổi đang bị thủy đậu mà vợ em trước khi mang bầu chưa tiêm phòng thủy đậu như tình hình trên vợ em có thể tiêm phòng hoặc phòng tránh như thế nào và có sợ bị lây hay ảnh hưởng đến em bé trong bụng không ạ?","Chào bạn, cảm ơn bạn đã gửi câu hỏi cho bác sĩ, bệnh lý thủy đậu thường do virus Varicella gây ra, nó chỉ tiến triển cấp 7-10 ngày. Đối với trường hợp của vợ đang mang thai, sẽ cân nhắc tiêm vắc-xin (hạn chế chỉ định tiêm vắc-xin thủy đậu trong giai đoạn thai kỳ). Trường hợp vợ đã bị thủy đậu từ nhỏ thì nguy cơ lây từ con sẽ ít hơn (đã có miễn dịch thụ động). Nếu trường hợp vợ chưa từng bị thủy đậu thì nguy cơ lây nhiễm sẽ cao hơn. Thủy đậu lây truyền qua đường không khí từ các giọt nhỏ dịch tiết đường hô hấp hoặc nốt phỏng; lây truyền do tiếp xúc trực tiếp. Chính vì vậy để phòng ngừa, vợ nên hạn chế tiếp xúc với con đang bị bệnh, thường xuyên rửa tay bằng xà phòng, đeo khẩu trang phù hợp, vệ sinh đồ dùng sinh hoạt sạch sẽ nhé."
Bác sĩ tư vấn giúp tình trạng bỗng nhiên nổi u cục ở cổ gây đau nhức là biểu hiện bệnh gì? Phải làm sao ạ? Cảm ơn bác sĩ!,"Chào bạn! Tình trạng bỗng nhiên nổi u cục ở cổ gây đau nhức hay sưng đau vùng cổ có thể do hạch viêm, các đường rò bẩm sinh hay bệnh lý tuyến giáp. Bạn nên đi khám để bác sĩ siêu âm vùng cổ xác định hình dạng cấu trúc của khối đó nhé. Bạn có thể đến tại các phòng khám, bệnh viện trên toàn quốc để được bác sĩ tư vấn thêm. Trân trọng!"
"Chào bác sĩ! Tôi muốn hỏi, bị chứng rối loạn sinh tủy có chữa được không cần truyền máu liên tục hay như thế nào? Mong được bác sĩ tư vấn giúp tôi.","Chào chị! Đối với chứng rối loạn sinh tủy có 1 vài loại thuốc có thể điều trị được bệnh này, tuy nhiên chỉ có hiệu quả duy trì. Phương pháp chữa khỏi duy nhất là ghép tủy nhưng ghép tủy có nguy cơ nên cần cân nhắc và theo dõi lâu dài. Việc truyền máu tùy thuộc vào công thức máu và tình trạng bệnh nhân. Cảm ơn chị đã tin tưởng và chia sẻ câu hỏi “Chứng rối loạn sinh tủy có chữa được không cần truyền máu liên tục hay thế như nào?” tới Vinmec. Chúc chị luôn có sức khỏe tốt."
"Chào bác sĩ! Em năm nay 29 tuổi. Đã 5 tháng nay em bị tụt 5kg. Mỗi ngày em đều tập thể dục 20 phút buổi sáng và 20 phút buổi chiều. Em vẫn ăn ngủ tốt, hay ra mồ hôi đầu. Mấy tháng trước em khám sức khỏe thì thấy có bướu cổ bên phải nhưng bác sĩ bảo bướu cổ vẫn ở mức bình thường. Không biết em giảm cân do tập thể dục hay do vấn đề về tuyến giáp ạ? Em có nên sinh thiết để thử lại lần nữa không ạ? Mong bác sĩ cho em lời khuyên. Em xin cảm ơn.","Chào em! Chỉ định sinh thiết tuyến giáp là để xem có phải ung thư hay không, không phải để đánh giá chức năng tuyến giáp. Em nên đi khám chuyên khoa nội tiết để được xét nghiệm chức năng tuyến giáp nhé, ngoài ra các bác sĩ có thể làm thêm các xét nghiệm để tìm nguyên nhân khác nếu có. Chúc em mau khỏe! Cám ơn vì đã gửi câu hỏi đến Hệ thống Y Tế Vinmec. Trân trọng!"
Chào bác sĩ! Tôi năm nay 28 tuổi. Cách đây 1 năm tôi đi khám mắt và phát hiện trong mắt tôi có những vẩn đục li ti nghi là bị đục thủy tinh thể. Tôi đã đi làm tất cả các xét nghiệm glocom nhưng kết quả là âm tính. Bác sĩ cho tôi đi đo kính thì nhìn chỉ được 1 thời gian ngắn lại mờ và rất khó nhìn. Bác sĩ cho tôi hỏi giờ tôi nên làm gì để cải thiện tình trạng này ạ? Mong bác sĩ tư vấn và cho tôi lời khuyên ạ. Tôi xin cảm ơn bác sĩ.,"Chào bạn! Với những biểu hiện như bạn mô tả thì ngoài khả năng bạn bị đục thủy tinh thể thì có thể bạn bị các bệnh lý khác như: tật khúc xạ, đục dịch kính,...Bạn cần đến khám chuyên khoa Mắt ở các cơ sở Y tế uy tín hoặc thăm khám tại các bệnh viện trên toàn quốc để xác định tình trạng hiện tại của mắt từ đó sẽ có hướng điều trị phù hợp nhất. Cảm ơn bạn đã đặt câu hỏi cho DICA. Rất mong có thể được gặp bạn để tư vấn cụ thể hơn!"
"Chào bác sĩ, Cách đây 8 năm, em có xăm hình, sau khi xăm em có bôi thuốc mỡ. Không biết là do mực xăm không an toàn hay kim xăm không tiệt trùng lây bệnh hay thuốc mỡ có corticoid mà sau đó em bị nổi mụn, da chậm lành vết thương, tóc khô xơ, thần kinh kích thích, đi tiểu hay đi cầu đều thấy đi không hết. Gần đây, em có đi xét nghiệm corticoid thì được biết mức độ corticoid của em không cao lắm nhưng đã 8 năm sau khi xăm mà các triệu chứng của em vẫn không cải thiện. Xin hỏi bác sĩ vấn đề của em, các biến chứng có thể gặp sau khi xăm hình và có điều trị được không ạ?","Chào bạn, Với câu hỏi “Các biến chứng có thể gặp sau khi xăm hình?”, bác sĩ xin giải đáp như sau: Nguy cơ thường gặp nhất sau xăm hình là viêm da tại chỗ, nhiễm trùng, viêm da tiếp xúc. Nếu không đảm bảo nguyên tắc vô khuẩn trong quá trình phun xăm có thể dẫn đến lây truyền các bệnh nguy hiểm như viêm gan A, viêm gan B, HIV,.... Trường hợp của bạn thì hiện tượng nổi mụn, da chậm lành vết thương, tóc khô xơ, thần kinh kích thích, đi tiểu hay đi cầu đều thấy đi không hết chưa hoàn toàn chắc chắn là biến chứng của sau xăm hình. Vì vậy, bạn nên đến bệnh viện để được các bác sĩ chuyên khoa nội tổng quát và da liễu khám, tầm soát các bệnh lý và được tư vấn theo dõi điều trị. Nếu bạn còn thắc mắc về xăm hình, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, Tôi có chỉ số Glucose là 7.2 mmol/l. Xin hỏi bác sĩ chỉ số Glucose 7.2 mmol/l có phải bị tiểu đường không? Cảm ơn bác sĩ tư vấn.","Chào bạn, Với câu hỏi “Chỉ số Glucose 7.2 mmol/l có phải bị tiểu đường không?”, bác sĩ giải đáp như sau: Tiêu chuẩn chẩn đoán tiểu đường là: Đường khi đói của bạn 7.2 mmol/l đủ tiêu chuẩn chẩn đoán tiểu đường, tuy nhiên người ta cũng khuyến cáo nên làm thêm 1 mẫu đường lúc đói vào sáng hôm sau, cũng nên làm thêm xét nghiệm HbA1C. Nếu bạn còn thắc mắc về việc chỉ số Glucose 7.2 mmol/l có phải bị tiểu đường không, bạn có thể đến cơ sở y tế thăm khám và điều trị sớm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Xin chào bác sĩ, em bị đau nửa đầu bên phải đã 4 ngày rồi ạ. Trong 2 ngày nay, em nuốt nước bọt thì thấy đau nhói tai phải, và càng buốt, đau nhói nửa đầu phải. Vậy thưa bác sĩ đau buốt nửa đầu kéo dài nên khám Tai mũi họng hay chụp sọ não? Hay cần uống thuốc gì ạ? Ngoài ra, em không bị viêm họng ạ. Cảm ơn bác sĩ nhiều ạ!","Chào bạn, Với câu hỏi “Đau buốt nửa đầu kéo dài nên khám Tai mũi họng hay chụp sọ não?"", bác sĩ xin giải đáp như sau: Đau đầu tăng khi nuốt nước bọt là dấu hiệu gợi ý đau dây thần kinh hoặc một số loại đau do viêm khác. Bác sĩ cần thăm khám cẩn thận để phân biệt loại đau và nguyên nhân đau. Từ đó, mới có kế hoạch chẩn đoán và điều trị tối ưu được. Vì vậy, bạn nên đi khám sớm để được tư vấn lựa chọn phương pháp chẩn đoán phù hợp, tìm ra nguyên nhân cụ thể. Nếu bạn còn thắc mắc về việc đau buốt nửa đầu kéo dài, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Bác sĩ ơi cho em hỏi em có một bé gái sinh 2009. Lúc 9 tuổi rưỡi cháu có ngực nhô lên tăng cân nhanh và đến 10 tuổi 8 tháng cháu đã bắt đầu có kinh nguyệt và có dịch nhầy âm đạo. Em muốn hỏi bác sĩ là bé em như thế có được gọi là dậy thì sớm không? Và cháu có bị thấp hơn các bạn cùng trang lứa khi trưởng thành không? Và đến mấy tuổi cháu ngừng cao? Và cháu có kinh nguyệt thì chiều cao còn phát triển được nhiều không và em làm gì giúp cháu phát triển tối đa chiều cao trong giai đoạn này ạ? Em cảm ơn bác sĩ nhiều ạ! Bác sĩ cho con hỏi con sinh năm 2009 con bị dậy thì sớm. Bác sĩ nói các chỉ số của con bình thường không cần tiêm nữa. Đến tháng 3 năm nay con có kinh nguyệt. Hiện tại con cao có 144cm. Vậy con có thể cao thêm được nữa không? Mong bác sĩ tư vấn. Con cảm ơn. Chào bác sĩ, năm nay em 12 tuổi, bác sĩ cho em hỏi có kinh nguyệt thì chiều cao có phát triển tiếp không? Cảm ơn bác sĩ.","Cháu bé 9,5 tuổi mới bắt đầu có tuyến vú phát triển là sinh lý. Đến 10 tuổi 8 tháng có kinh nguyệt là sớm so với tuổi của trẻ gái, như vậy có thể tuyến vú có từ trước 9, 5 tuổi nhưng các dấu hiệu phát triển chậm và từ từ cho đến khi mẹ nhận thấy chắc là tuyến vú khi đó đã to rồi. Trường hợp 10 tuổi 8 tháng cháu đã có kinh nguyệt, ở độ tuổi này không còn chỉ định ức chế dậy thì. Mẹ nên đưa cháu đến khám cơ sở Nội tiết nhi để kiểm tra nồng độ nội tiết tố, siêu âm tử cung, buồng trứng và chụp tuổi xương để dự đoán chiều cao cuối của cháu. Thông thường sau 3 năm có kinh nguyệt chiều cao tăng rất chậm chỉ được 2 cm, và sau 5 năm chiều cao gần như không tăng nữa. Nếu tuổi xương đã đóng nhiều sẽ không còn phương pháp tăng chiều cao nữa, nếu đầu xương chưa đóng hết em cho cháu đu xà là hình thức kéo xương sinh lý, lực hút trái đất và tay đu xà sẽ giãn các đầu xương hoặc cho cháu bơi, chơi môn thể thao mà cháu thích sẽ kích thích tăng tiết hormone tăng trưởng PGS. TS. BS Nguyễn Thị Hoàn - Trưởng khoa Ngoại trú Nhi - Trung tâm Nhi, Bệnh viện ĐKQT Vinmec Times City."
"Chào bác sĩ. Em bị tai nạn dẫn đến vỡ lách độ 3. Trong lúc đó, em khạc ra đờm có máu. Bác sĩ cho em hỏi tình trạng của em như vậy có nguy hiểm không ạ? Mong bác sĩ tư vấn giúp em. Em xin cảm ơn. 

(cleaned text)
Chào bác sĩ. Em bị tai nạn dẫn đến vỡ lách độ 3. Trong lúc đó, em khạc ra đờm có máu. Bác sĩ cho em hỏi tình trạng của em như vậy có nguy hiểm không ạ? Mong bác sĩ tư vấn giúp em. Em xin cảm ơn.","Chào em! Hiện nay xu hướng điều trị đối với chấn thương lách là bảo tổn, tức là nội khoa theo dõi, không mổ. Nên đối với tình trạng của em có thể nhập viện theo dõi sát. Em cần được bác sĩ khám để tìm ra nguyên nhân khạc đờm ra máu, vì chấn thương lách đơn thuần không thể gây triệu chứng trên. Cám ơn vì đã gửi câu hỏi đến Hệ thống Y Tế Vinmec. Trân trọng!"
