question,answer
"Chào bác sĩ! Bác sĩ cho tôi hỏi, vì sao bệnh nhân bị rạn xương cổ đùi sau khi đỡ thì lại xuất hiện tình trạng phù chân? Mong bác sĩ lý giải giúp tôi. Tôi cảm ơn bác sĩ.","Chào bạn! Tình trạng phù chân do một số nguyên nhân sau gây ra: Nếu hiện tại bạn đang có triệu chứng như vậy, tạm thời bạn có thể kê cao chân khi ngủ và hạn chế vận động, đứng lâu 1 vị trí. Đặc biệt phải nhanh chóng đến các bệnh viện uy tín để kiểm tra và được chẩn đoán xác định cụ thể. Bạn có thể tới bệnh viện gần nhất thuộc Hệ thống Y Tế Vinmec. Cám ơn bạn đã gửi câu hỏi đến website Vinmec. Rất mong được gặp bạn để được tư vấn cụ thể hơn. Trân trọng!"
"Chào bác sĩ, em hỏi da bụng sau hút mỡ bụng có khôi phục lại như ban đầu không? Cảm ơn bác sĩ tư vấn.","Chào bạn, Với câu hỏi “Da bụng sau hút mỡ bụng có khôi phục lại như ban đầu không?”, dược sĩ giải đáp như sau: Tùy theo mức độ thừa da mỡ, tình trạng giãn, rạn da trước mổ sẽ đánh giá được độ đàn hồi của da, từ đó sẽ biết được khả năng hồi phục của da sau phẫu thuật hút mỡ. Điều này khác nhau ở mỗi bệnh nhân, cần thăm khám và đánh giá cụ thể mới tiên lượng được. Nếu bạn còn thắc mắc về việc da bụng sau hút mỡ bụng có khôi phục lại như ban đầu không, bạn có thể đến cơ sở y tế thăm khám và điều trị sớm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Bác cho em hỏi, em có đeo len và đi khám bị viêm giác mạc mắt liệu điều trị khỏi không ạ? Em cảm ơn.","Chào bạn! Bạn có đeo len và đi khám bị viêm giác mạc, về cơ bản là điều trị khỏi, thời gian điều trị viêm giác mạc phụ thuộc vào tính chất bệnh lý của mắt bị viêm. Lưu ý, trong thời gian điều trị bạn tuyệt đối không đeo len, sau khi khám lại tình trạng không còn viêm giác mạc bạn có thể đeo len trở lại nhưng phải tuân thủ theo hướng dẫn của bác sĩ nhãn khoa. Nếu còn thắc mắc về vấn đề “bị viêm giác mạc mắt liệu điều trị khỏi không?” Bạn có thể đến tại các bệnh viện để bác sĩ tư vấn cụ thể hơn. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng."
"Chào bác sĩ! Tôi vừa phát hiện ở rãnh bao quy đầu của tôi nổi mạch cứng khoảng 2cm. Bác sĩ cho tôi hỏi đây là bệnh gì ạ? Mong bác sĩ tư vấn giúp tôi, tôi xin cảm ơn.",Chào bạn! Bao quy đầu là một lớp da mỏng bao phủ đầu dương vật. Nếu rãnh bao quy đầu nổi mạch cứng thì rất có thể bạn đang gặp vấn đề về Nam khoa. Cám ơn bạn đã gửi câu hỏi đến Hệ thống Y Tế Vinmec. Trận trọng!
"Chào bác sĩ! Cho tôi hỏi: “Trẻ bị hắt hơi, sổ mũi, ngạt mũi, ho, sốt nhẹ, lười ăn là bị cảm cúm hay cảm lạnh?”. Cảm ơn bác sĩ đã tư vấn và giải đáp!","Chào bạn! Với bệnh cảm lạnh thông thường, chủ yếu ảnh hưởng tới mũi, họng và các xoang. Người bệnh thường sẽ ngạt mũi, chảy nước mũi, sốt nhẹ, ho có đờm, cơ thể mệt mỏi và hơi gai lạnh. Còn đối với cảm cúm bệnh sẽ xuất hiện các triệu chứng: Sốt cao, ớn lạnh và đổ mồ hôi. Ngoài ra, với người bệnh còn bị viêm họng, ho khan, đau đầu, đau cơ hoặc đau nhức cơ thể, mệt mỏi và suy nhược.... Căn cứ vào những dấu hiệu trẻ nhà bạn gặp phải, có thể cháu đang bị cảm lạnh. Tuy nhiên để chẩn đoán chính xác, bạn có thể cho bé tới trung tâm y tế, bệnh viện để thăm khám, kiểm tra. Sau khi có kết luận chính xác, bác sĩ sẽ đưa ra hướng điều trị cụ thể với tình trạng sức khỏe của bé. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bé luôn mạnh khỏe. Trân trọng!"
"Chào bác sĩ, Em có thai được 9 tuần. Hiện tại, em đang bị ngứa vùng sau gáy, vùng ngứa lan rộng, khô, đóng vảy như 1 lớp sừng dày, ngày càng lan rộng hơn. Trước khi có thai, vào mùa nắng nóng, em có hay bị và có dùng kem 7 màu để bôi. Em thấy đỡ ngứa nhưng không hết hẳn, sau vài lần không bôi lại nổi lên lại. Vậy bác sĩ cho em hỏi ngứa vùng sau gáy, đóng vảy điều trị như thế nào? Em cảm ơn bác sĩ.","Chào bạn, Với câu hỏi “Ngứa vùng sau gáy, đóng vảy điều trị như thế nào?”, bác sĩ xin giải đáp như sau: Bạn bị khô da, bong da và ngứa ở vùng gáy tái phát nhiều lần, khi bôi thuốc 7 màu, bệnh có giảm nhưng tái phát, có thể bạn bị bệnh viêm da cơ địa. Để điều trị giảm triệu chứng ngứa, thông thường bác sĩ sẽ kê cho bạn các thuốc chống viêm chứa Corticosteroid như Gentrisone hoặc Eumovate nếu bệnh nhẹ. Ngoài việc dùng thuốc để giảm triệu chứng, bạn cần phối hợp các biện pháp chăm sóc da như tránh tắm xà phòng, nên tắm bằng các dung dịch tắm dịu nhẹ không làm khô da, tránh tắm các loại muối có thể làm khô da nặng thêm, tránh tắm nước lá cây có thể gây dị ứng,... Kèm theo bạn nên bôi các loại kem dưỡng ẩm ngay sau khi tắm để làm giảm tình trạng khô da và giảm triệu chứng ngứa. Nếu bạn còn thắc mắc về ngứa vùng sau gáy, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
Error,"Chào em. Viêm đường tiết niệu có trường hợp hay bị tái phát đi lại nhiều lần nhất là ở phụ nữ. Em nên đến khám chuyên khoa nội tiết niệu để kiểm tra nguyên nhân, cần thiết phải, siêu âm, cấy nước tiểu để định danh vi khuẩn mà điều trị kháng sinh triệt để. Em cũng nên khám thêm phụ khoa, nếu có bệnh phụ khoa thì điều trị triệt để, vì đó là yếu tố gây nhiễm trùng tiết niệu hay tái phát. Cảm ơn em đã đặt câu hỏi tới website. Trân trọng."
"Chào bác sĩ! Tuần trước cháu bị chóng mặt không dậy được 3 ngày, sau đó được truyền bổ não ở nhà do nghi vấn bị rối loạn tiền đình. Sau 7 ngày uống thuốc hoạt huyết dưỡng não và bổ máu tình trạng có đỡ nhưng không khỏi hẳn mà người hay mệt mỏi. Cháu có đi bệnh viện khám, bác sĩ cho xét nghiệm máu và kết luận bị tiền đình. Nhưng hôm nay cháu xem kết quả xét nghiệm thấy chỉ số vượt quy định như sau: Bác sĩ cho cháu hỏi kết quả xét nghiệm máu vượt mức quy định có sao không? Mong bác sĩ giải đáp và tư vấn giúp cháu.","Chào bạn! Bác sĩ xin trả lời câu hỏi kết quả xét nghiệm máu vượt mức quy định có sao không của bạn như sau: Theo như những chỉ số trên thì bác sĩ chẩn đoán bạn có tăng mỡ máu dòng triglycerid, kết quả ở mức bình thường < 1.7. Bạn cần hạn chế ăn đồ ngọt, tinh bột...cần tập thể dục. kiểm tra lại máu sau 03 tháng Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng!"
"Chào bác sĩ, Em bị nổi nốt đỏ ngứa hết hai tay 2 chân và vùng mông, ngứa châm chích như kim đâm, không bị nổi nốt sần bên ngoài, ngứa không ngủ được. Vậy bác sĩ cho em hỏi nổi nốt đỏ kèm ngứa là dấu hiệu bệnh gì? Em cảm ơn.","Chào bạn, Với câu hỏi “Nổi nốt đỏ kèm ngứa là dấu hiệu bệnh gì?”, bác sĩ xin giải đáp như sau: Như mô tả, bạn bị nổi nốt đỏ, ngứa hết hai tay, hai chân và mông, biểu hiện này gặp trong rất nhiều bệnh da liễu như: mày đay, viêm da tiếp xúc, viêm da cơ địa,... Bạn nên đi khám da liễu để được chẩn đoán chính xác bệnh và được điều trị sớm. Nếu bạn còn thắc mắc về nổi nốt đỏ kèm ngứa, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Xin chào bác sĩ. Trong quá trình mang thai, tôi xét nghiệm tại bệnh viện thì phát hiện bị cường giáp. Chữa trị theo pháp đồ của bác sĩ, sử dụng PTU 500 liều lượng 2 viên/ngày. Khi điều trị thì chỉ số cường giáp ổn định bình thường, nhưng trước khi sinh, tôi được bác sĩ yêu cầu ngưng thuốc và sau sinh 20 ngày xét nghiệm lại. Tôi có đi xét nghiệm lại và cho thấy kết quả cường giáp tăng cao (chỉ số TSH là 0.412 và FT4 là 13.8). Bác sĩ cho hỏi tôi nên sử dụng thuốc lại không? Liều lượng như thế nào? Có ảnh hưởng đến em bé đang bú hay không? Mong bác sĩ tư vấn. Xin cảm ơn bác sĩ ạ!",Chào em. Vì mỗi labo có 1 ngưỡng riêng và em không ghi đơn vị. Theo ngưỡng của bệnh viện thì chỉ số này chưa tăng. Em nên khám bác sĩ Nội tiết để chỉnh liều. Thuốc PTU có thể dùng trong thời gian cho con bú em nhé. Cảm ơn bạn đã đặt câu hỏi cho DICA.
"text: Chào bác sĩ! Tôi bị mất ngủ kéo dài tối không ngủ được, ngủ không sâu tỉnh giấc, nhiều lần thường xuyên thấy tim đập nhanh. Lâu lâu lại thấy chóng mặt khó thở xây xẩm mặt mày, tôi muốn hỏi triệu chứng chóng mặt, tim đập nhanh khi mất ngủ kéo dài có nguy hiểm không? Cảm ơn bác sĩ!","Chào bạn! Với tình trạng mất ngủ kéo dài sẽ gây ra các triệu chứng như chóng mặt, xây xẩm này. Do đó, bạn nên đến khám với bác sĩ chuyên khoa về thần kinh hoặc chuyên khoa tâm thần để điều trị về vấn đề mất ngủ thì các triệu chứng chóng mặt, xây xẩm sẽ biến mất. Bạn có thể đến khám tại bệnh viện trên toàn quốc để bác sĩ tư vấn rõ hơn và đưa ra hướng điều trị phù hợp. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng!"
"Xin chào bác sĩ! Tháng 6 năm 2019, em có mổ khối u ở mũi 1 lần. Em có rửa vết thương thường xuyên, nhưng khi hết thuốc thì em không rửa nữa. Nhưng dạo gần đây, bên mũi đã mổ của em có chảy chất lỏng màu vàng, đôi khi là dịch đặc màu vàng. Bác sĩ cho em hỏi như vậy có làm sao không ạ? Em rất mong được bác sĩ tư vấn. Em cảm ơn bác sĩ.","Clean text: Chào Bạn! Theo như bạn mô tả thì không rõ khối u cụ thể là như thế nào: vị trí, kích thước, có sùi loét hay không? Còn gần đây mũi bạn chảy ra dịch vàng thì có thể bạn bị viêm mũi xoang. Bạn nên đi khám bác sĩ chuyên khoa Tai mũi họng để được khám và điều trị kịp thời bạn nhé! Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng!"
"Chào bác sĩ, em hỏi gây tê tủy sống cắt viêm túi mật có an toàn không? Nếu em đăng ký ở Vinmec có được khám trước khi gây tê không ạ, khám những hạng mục nào ạ? Cảm ơn bác sĩ tư vấn.",Error
"Chào bác sĩ! Bác sĩ cho em hỏi khi em quan hệ dương vật em cương cứng chỉ được 2 phút và em không thể xuất tinh được, mỗi lần chỉ ra 1 ít nhầy ở đầu dương vật. Bác sĩ cho em hỏi đó là bệnh gì ạ? Và có phương pháp nào để chữa được không ạ? Em xin cám ơn bác sĩ. Chào bác sĩ. Bác sĩ cho em hỏi chồng em xuất tinh mà cậu em không lên được, quan hệ chồng em gặp khó khăn. Bác sĩ cho em xin biết gặp phải vấn đề gì không ạ. Cảm ơn bác sĩ! Chào bác sĩ, tôi đã quan hệ 1 -2 lần nhưng dương vật không thể cương cứng hết cỡ để quan hệ được tôi cố cho cương cứng hơn thì nó lại ra rất nhanh chóng. Như vậy, liệu có sao không bác sĩ. Cảm ơn bác sĩ. Chào bác sĩ. Dương vật không cương cứng khi quan hệ. Không có cảm giác khi lâm trận và không quan hệ được. Vậy là bị làm sao thế bác sĩ. Em thủ dâm nhiều bị mất cảm giác. Lúc chuẩn bị yêu thì không thể cương cứng. Bác sĩ có thể trả lời qua mail cho em được chứ ạ. Cảm ơn bác sĩ. Chào bác sĩ em muốn nhờ bác sĩ tư vấn cho. Em giới tính nam 22 tuổi có thủ dâm nhưng khi quan hệ với bạn gái thì rất lâu ra và không được cương cứng. Em xin hỏi uống thuốc nào để khắc phục ạ? Mong bác sĩ tư vấn giúp em. Em cảm ơn. Chào bác sĩ em là nam năm nay 20 tuổi, lúc trước em thủ dâm thì vẫn xuất tinh được nhưng gần đây thì em cảm giác cương cứng không được lâu, không hưng phấn như trước và không đạt cực khoái được. Bác sĩ cho em hỏi như vậy là bị gì ạ em cảm ơn.","Chào bạn! Theo những gì bạn mô tả bên trên rất có thể bạn gặp phải những triệu chứng của rối loạn cương dương. Tuy nhiên, để có thể kết luận chính xác được bệnh ý của bạn và diễn biến bệnh ở mức độ nào thì bạn nên đến khám tại bác sĩ Nam khoa để được điều trị nhé. Cám ơn bạn đã gửi câu hỏi đến Hệ thống Y Tế Vinmec. Trân trọng!"
"Chào bác sĩ! Dạo gần đây cháu bị nổi hạch vùng bẹn trái, sờ vào thì đau. Bác sĩ cho cháu hỏi nổi hạch vùng bẹn liệu có nguy hiểm không ạ? Mong bệnh viện sớm phản hồi giúp cháu. Cháu xin cảm ơn.","Chào bạn! Với câu hỏi “Nổi hạch vùng bẹn liệu có nguy hiểm không?”, mình xin được trả lời như sau: Nổi hạch vùng bẹn liên quan đến nhiều bệnh lý khác nhau: nhiễm trùng, ung thư hoặc do thuốc và vắc-xin. Bạn cần đi khám bác sĩ để thăm khám hạch, xem xét tình trạng của hạch cùng với những biểu hiện khác để chẩn đoán đúng bệnh. Bạn có thể đến tại các bệnh viện trên toàn quốc để được các bác sĩ giàu kinh nghiệm hướng dẫn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA."
"Chào bác sĩ, Em có hiện tượng đi tiểu rát buốt, tiểu yếu nhiều năm. Em đã đi bệnh viện khám, làm xét nghiệm máu và nước tiểu kết quả bình thường, không nhiễm khuẩn. Gần đây, em có hiện tượng đau tức nhẹ lên phần bụng dưới và bìu. Xin hỏi tiểu buốt kèm đau tức bụng dưới là dấu hiệu của bệnh gì và phải thăm khám như thế nào? Em xin cảm ơn!","Chào bạn, Với câu hỏi “Tiểu buốt kèm đau tức bụng dưới là dấu hiệu của bệnh gì?”, bác sĩ xin giải đáp như sau: Theo như các dấu hiệu bạn mô tả thì có lẽ bạn đang có các biểu hiện của rối loạn đường tiểu thấp (Lower urinary tract symptoms). Có nhiều nguyên nhân gây bệnh rối loạn đường tiểu thấp nhưng hay gặp do các vấn đề của tuyến tiền liệt như phì đại tuyến tiền liệt, viêm tiền liệt tuyến mãn tính,....và bàng quang. Bạn nên đến khám chuyên khoa tiết niệu để có chẩn đoán chính xác nguyên nhân gây bệnh, từ đó có phương pháp điều trị thích hợp bạn nhé. Nếu bạn còn thắc mắc về tiểu buốt, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, thưa bác sĩ con năm nay 18 tuổi, gần đây bị nổi 1 bọng máu gần ngay vành môi ở bên trong có bị vỡ ra và chảy máu nhưng không đau và có cảm giác cộm ạ, như vậy có nguy hiểm gì không ạ? Cảm ơn bác sĩ.","Chào bạn, với trường hợp này của bạn, bạn cần đến khám tại bệnh viện Răng - Hàm - Mặt để các bác sĩ khám và cho bạn hướng điều trị nha. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng."
"Chào bác sĩ, Mẹ chuẩn bị phẫu thuật sa tử cung, nhưng Mẹ sợ đau lắm. Bác sĩ cho em hỏi gây tê tủy sống phẫu thuật sa tử cung có giảm đau không? Mẹ không có bệnh nền khác nhưng cũng 60 tuổi rồi, có bị biến chứng sau gây tê không bác sĩ?","Chào bạn, Với câu hỏi “Gây tê tủy sống phẫu thuật sa tử cung có giảm đau không?”, bác sĩ giải đáp như sau: Vai trò của người bác sĩ gây mê là làm cho trải qua cuộc phẫu thuật không đau. Với bệnh của, có thể gây tê tủy sống và tiêm thuốc an thần để phẫu thuật. Nếu lo lắng nhiều về cuộc mổ và gây tê tủy sống, bác sĩ gây mê có thể lựa chọn phương pháp vô cảm phù hợp như gây mê với mặt nạ thanh quản. Tuy nhiên, không có phương pháp nào là hoàn hảo 100%, bác sĩ gây mê sẽ lựa chọn phương pháp gây mê, gây tê tốt nhất cho từng loại phẫu thuật và phù hợp với cơ địa bệnh nhân. Nếu còn thắc mắc về việc gây tê tủy sống phẫu thuật sa tử cung có giảm đau không, bạn có thể đến cơ sở y tế thăm khám và điều trị sớm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
