question,answer
"Chào bác sĩ ạ! Xin hỏi bác sĩ, tôi có triệu chứng mới đầu là sốt lạnh về chiều, đến tối ngủ thì sốt nóng và đau đầu, ho, đau rát cổ họng và lên hạch bên phải cổ. Sau đó khỏi sốt và đau đầu, tôi bôi dầu vào hạch và khỏi, nhưng cứ đêm ngủ mỗi khi vào giấc là lại toát mồ hôi, ướt hết áo. Tình trạng này kéo dài 2 hôm rồi, vậy xin hỏi bác sĩ tôi bị bệnh gì ạ? Mong bác sĩ tư vấn. Cảm ơn bác sĩ ạ!","text: Chào bạn. Nếu sốt về chiều không quá 3 ngày, bạn có thể áp dụng các cách xử lý sau: Khi sốt về chiều diễn ra quá 3 ngày, bạn nên đến bệnh viện để thăm khám và điều trị kịp thời nhé. Trân trọng. Bác sĩ - Bác sĩ Nội hô hấp - Khoa Khám bệnh & Nội khoa - Bệnh viện Đa khoa Quốc tế Vinmec Central Park."
"Chào bác sĩ, cho em hỏi người bị thiên đầu thống nên ăn gì, kiêng ăn gì? Em cảm ơn.","Chào bạn, Với câu hỏi “Người bị thiên đầu thống nên ăn gì, kiêng ăn gì?”, bác sĩ xin giải đáp như sau: Bệnh thiên đầu thống hay còn được gọi là bệnh glocom hoặc cườm nước. Bệnh thường xuất hiện ở đối tượng trung niên nhưng trẻ em và người trẻ tuổi vẫn có thể mắc bệnh. Ở bệnh nhân bị thiên đầu thống, áp lực trong mắt sẽ tăng lên, dẫn tới tổn hại dây thần kinh thị giác. Nếu không được điều trị sớm, dây thần kinh thị giác càng bị tổn hại nặng nề và gây mất thị lực vĩnh viễn. Bạn bị thiên đầu thống thì chế độ ăn vẫn bình thường. Bạn nên đi khám mắt định kỳ theo lịch hẹn của bác sĩ. Nếu bạn còn thắc mắc về người bị thiên đầu thống nên ăn gì, kiêng ăn gì, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Tôi bị viêm tuyến nước bọt mang tai và dưới lưỡi, bị bệnh 10 năm nay, tình trạng bệnh hiện nay cứ 02 ngày lại bị viêm sưng và nước bọt bắn ra sau đó khoảng một thời gian ngắn bị sưng to và đau cả 2 bên má và dưới lưỡi và có sợi nhầy màu trắng từ trong tuyến nước bọt chảy ra. Bản thân tôi đã đi khám ở bệnh viện tuyến Trung ương nhưng uống thuốc không lành bệnh, mong bác sĩ tư vấn giúp tôi bệnh viêm tuyến nước bọt mang tai và dưới lưỡi lâu năm có điều trị khỏi hẳn được không? Hiện nay tôi thường xuyên dùng thuốc kháng sinh, nếu hết thuốc là đau lại. Một lần nữa rất mong được sự quan tâm giúp đỡ của bác sĩ, xin chân thành cảm ơn!","Chào bạn! Thắc mắc “bệnh viêm tuyến nước bọt mang tai và dưới lưới lâu năm có điều trị khỏi hẳn được không?” của bạn được giải đáp như sau: Bệnh viêm tuyến nước bọt có rất nhiều thể, có nhiều trường hợp viêm lâu ngày tạo thành sỏi trong ống tuyến gây tắc nghẽn và khó điều trị, có trường hợp do những khối u hoặc nang trong tuyến nước bọt gây bít tắc ống tuyến dẫn đến khi viêm làm tuyến nước bọt dễ to lên. Nếu tình trạng tái diễn liên tục, đáp ứng điều trị kém có thể phải phẫu thuật cắt bỏ tuyến bị viêm. Vì vậy xác định nguyên nhân bị bệnh là quan trọng trong định hướng điều trị, bác sĩ có thể phải dùng siêu âm hoặc MRI để xác định thêm nguyên nhân tính chất của viêm tuyến mang tai. Bạn có thể đến tại các phòng khám, bệnh viện trên toàn quốc để được bác sĩ tư vấn thêm. Trân trọng!"
"Chào bác sĩ! Em có quan hệ tình dục đường miệng và vài hôm sau thấy khô môi, ngứa, bên mép cũng đỏ và khô. Hiện có 2-3 mụn nhỏ li ti ở môi liệu có phải đã mắc bệnh không ạ? Giờ em không còn ngứa nữa. Câu hỏi khách hàng ẩn danh Chào bác sĩ, cách đây 2 hôm em có quan hệ bằng miệng, về đến hôm nay em ngứa quanh má và vùng miệng, nặn ra mủ và nhiều nhân, em đã bôi thuốc đỏ kháng khuẩn lên những chỗ bị nhưng vẫn chưa hết. Bác sĩ giúp em gấp, em hơi lo lắng. Mong bác sĩ tư vấn. Xin cảm ơn.",Chào em! Theo mô tả của em thì em cần khám bác sĩ chuyên khoa Da liễu để chẩn đoán em nhé. Có thể em bị herpes môi. Cảm ơn bạn đã đặt câu hỏi cho DICA.
"Chào bác sĩ, Cháu bị đi tiểu ra máu lần thứ nhất thì rất ít, cháu nghĩ rằng mình tới tháng. Tuy nhiên, khi cháu dùng băng vệ sinh thì không có kinh nguyệt, đi vệ sinh thì rất khó, bị nóng rát. Sau hôm tiểu ra máu kia, mấy tuần đầu không còn, sau mấy tuần cháu bị tái phát nhưng ra rất nhiều. Bác sĩ cho cháu hỏi, tiểu ra máu nguyên nhân là gì?","Chào bạn, Với câu hỏi “Tiểu ra máu nguyên nhân là gì?”, bác sĩ xin giải đáp như sau: Đái máu là tình trạng người bệnh đi tiểu ra máu đồng nghĩa với việc trong nước tiểu có một lượng hồng cầu bất thường nhất định. Triệu chứng tiểu ra máu là sự bất thường từ đường tiết niệu, thường gặp là bệnh viêm bàng quang niệu đạo, sỏi thận, sỏi niệu quản, viêm tiền liệt tuyến ở nam. Bạn cần thăm khám với bác sĩ chuyên khoa Nội hay Ngoại tiết niệu ngay. Bác sĩ sẽ chẩn đoán và tùy tình trạng bệnh, sẽ chỉ định làm các xét nghiệm nếu cần như xét nghiệm máu, nước tiểu, siêu âm, nội soi bàng quang... Ngoài ra, bạn nên uống nhiều nước trong ngày. Nếu bạn còn thắc mắc về tiểu ra máu, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm bạn nhé. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, Mẹ tôi bị co giật ở mắt phải và vùng mặt nhiều năm không khỏi. Vậy bác sĩ cho tôi hỏi co giật mắt phải điều trị như thế nào? Tôi cảm ơn bác sĩ.","Chào bạn, Với câu hỏi “Co giật mắt phải điều trị như thế nào?”, bác sĩ xin giải đáp như sau: Theo thông tin bạn cung cấp nhiều khả năng mẹ bạn bị Tics vận động, bệnh này gặp ở nhóm người châu Á 0.8-1.5/100000 dân số. Bệnh này có xu hướng gia tăng theo thời gian, có thể lan tỏa ra các cơ lân cận gây ảnh hưởng lớn tới sinh hoạt, thậm chí có thể gây mù chức năng. Ngoài ra bệnh còn gây ảnh hưởng lớn đến tâm lý bệnh nhân. Rất nhiều bệnh nhân có rối loạn lo âu trầm cảm đi kèm hoặc ngại giao tiếp ảnh hưởng tới công việc và sinh hoạt hàng ngày. Để điều trị bệnh này thông thường dùng thuốc để điều trị (lúc ban đầu), nếu không đáp ứng (kéo dài hơn 6 tháng, điểm BDS (Blepharospasm Disability Scale) hơn 8 thì sẽ chuyển qua tiêm Botox (Botulinum Toxin) trực tiếp vào vùng cơ co giật. Vấn đề này cần có bác sĩ chuyên khoa có chứng chỉ chuyên sâu mới có thể thực hiện. Nếu bạn còn thắc mắc về co giật mắt phải, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, em bị bệnh lupus ban đỏ hệ thống, viêm cầu thận 1 năm nay có protein niệu 3g/l. Vậy với tình trạng như bây giờ thì em đang thuộc viêm cầu thận loại nào ạ? Bệnh lupus ban đỏ hệ thống kèm hội chứng thận hư có thể chữa khỏi hoàn toàn không? Nên có chế độ ăn nghỉ như thế nào ạ?","Trường hợp, bệnh thận lupus đã 1 năm, protein niệu nhiều 3g/L. Để đánh giá mức độ trầm nặng hay nhẹ của bệnh, BS cần thực hiện kiểm tra sinh thiết thận, xem dưới kính hiển vi thì mới đánh giá được mức độ tổn thương của thận. Đây là bệnh mạn tính, cần theo dõi điều trị lâu dài, nhất là bạn đã có xét nghiệm protein niệu nhiều, biểu hiện tổn thương thận, bạn nên khám BS chuyên khoa để theo dõi điều trị, nếu để kéo dài ảnh hưởng chức năng thận, gây suy thận. Đây là bệnh mãn liên quan nhiều cơ quan bộ phận, khi BS chuyên khoa khám mới cho làm các xét nghiệm, kỹ thuật cần thiết để đánh giá tình trạng bệnh mà có hướng điều trị, tiên lượng. Bạn cần điều trị và theo dõi lâu dài nhằm ngăn ngừa các biến chứng, thuốc điều trị chính: Glucocorticoide, thuốc giảm miễn dịch,... Đối với chế độ ăn tùy thuộc vào mức độ bệnh thận mà BS chuyên khoa sẽ tư vấn. Nếu bạn còn thắc mắc về việc bệnh lupus ban đỏ hệ thống kèm hội chứng thận hư có thể chữa khỏi hoàn toàn không, bạn có thể đến bệnh viện để kiểm tra bạn nhé. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, rung giật nhãn cầu nhỏ có nguy hiểm không? Phương pháp điều trị như thế nào ạ? Mong bác sĩ giúp đỡ, xin cảm ơn!","Chào bạn! Cảm ơn bạn đã đặt câu hỏi: “Rung giật nhãn cầu nhỏ có nguy hiểm không? Phương pháp điều trị như thế nào?” bác sĩ xin được trả lời như sau: Hiện chưa rõ bạn phát hiện bị rung giật nhãn cầu lâu chưa, có kèm theo biểu hiện gì khác hay không? Tuy bạn chỉ bị rung giật nhãn cầu nhỏ nhưng chưa rõ nguyên nhân, mà có rất nhiều nguyên nhân gây rung giật nhãn cầu như: do di truyền, ngộ độc rượu, thiếu vi chất, hoặc do những tổn thương não, nhiều nguyên nhân có thể gây ảnh hưởng đến tính mạng rất nguy hiểm. Chúc bạn sớm khỏe mạnh. Trân trọng!"
"Chào bác sĩ. Bác sĩ cho em hỏi, thai ngoài tử cung khi dùng que thử thai thì có hiện hai vạch không ạ? Mong sớm nhận được câu giải đáp ạ. Em xin cảm ơn.","Chào bạn! Thai ngoài tử cung là tình trạng thai không làm tổ trong buồng tử cung mà lại nằm ở bên ngoài như: vòi tử cung, buồng trứng, cổ tử cung,.. Que thử thai hoạt động dựa trên nồng độ hormone HCG có trong nước tiểu, không phụ thuộc vào vị trí túi thai làm tổ. Chỉ cần có thai là nước tiểu của phụ nữ đã có chứa hormone này cho dù mang thai ngoài tử cung nên thử que vẫn lên 2 vạch. Tuy nhiên, nồng độ hormone HCG ở phụ nữ mang thai ngoài tử cung sẽ có dấu hiệu giảm dần. Vì thế với trường hợp mang thai ngoài tử cung, khi thử thai sẽ thấy vạch thứ 2 lên mờ. Do vậy, khi thấy các dấu hiệu như: Chậm kinh, âm đạo ra máu bất thường, đau bụng kéo dài, đau âm ỉ khó chịu, đôi lúc có thể đau dữ dội thì bạn phải nghĩ ngay đến thai ngoài tử cung. Trường hợp thai ngoài tử cung cần phải cấp cứu kịp thời vì túi thai không được buồng tử cung bảo vệ nên sẽ vỡ khiến chảy máu ồ ạt vào ổ bụng, gây nguy hiểm tính mạng sản phụ. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng!"
"Chào Bác sĩ. Bác sĩ cho em hỏi sử dụng thuốc tránh thai nhiều có gây ra hiện tượng suy trứng hay trứng yếu ở phụ nữ không ạ? Cảm ơn bác sĩ. Chào bác sĩ. Tôi bị kinh ra nhiều và rong kinh kéo dài. Uống thuốc tránh thai được 6 tháng thì thấy ổn. Nếu uống kéo dài thì có ảnh hưởng gì không? Cảm ơn bác sĩ. Chào bác sĩ. Em nên sử dụng thuốc tránh thai hằng ngày vậy có ảnh hưởng gì sau này không ạ? Mong bác sĩ tư vấn giúp em với ạ. Cảm ơn bác sĩ. Câu hỏi ẩn danh Chào bác sĩ. Bác sĩ cho em hỏi là em vẫn thường xuyên sử dụng thuốc tránh thai hàng ngày 3-4 tháng nay. Em muốn hỏi là em sử dụng nhiều như vậy có gây ảnh hưởng gì đến sức khỏe hay là có ảnh hưởng gì đến sinh đẻ sau này không ạ? Mong bác sĩ tư vấn giúp em ạ. Em cảm ơn. Câu hỏi ẩn danh Chào bác sĩ. Em hiện tại chưa muốn có bé nhưng chồng thì lại muốn rồi. Nên em tự uống thuốc tránh thai hàng ngày. Vậy có ảnh hưởng gì tới việc sinh sản sau này không ạ? Mong bác sĩ tư vấn giúp em ạ. Em cảm ơn. Câu hỏi ẩn danh Xin chào bác sĩ! Bác sĩ cho em hỏi: Em năm nay 20 tuổi, em đang muốn sử dụng thuốc tránh thai hàng ngày nhưng em không hiểu rõ về thuốc. Bác sĩ cho em biết những tác dụng phụ của thuốc ạ và có trường hợp nào dẫn đến hậu quả không ạ? Mong bác sĩ tư vấn giúp em. Em cảm ơn. Câu hỏi ẩn danh Chào bác sĩ. Cho em hỏi là uống thuốc tránh thai hằng ngày thì có phải uống 6 tháng nghỉ 1 tháng không ạ? Và nếu không nghỉ 1 tháng và tiếp tục uống liên tục lâu dài thì có ảnh hưởng đến việc sinh con sau này không ạ? Sản phẩm em đang dùng là Maverlons ạ. Mong bác sĩ tư vấn. Xin cảm ơn. Câu hỏi ẩn danh Chào bác sĩ, em chưa có con nhưng muốn kế hoạch thì uống thuốc tránh thai hằng ngày liệu có an toàn và ảnh hưởng đến khả năng đậu thai sau này không ạ? Mong bác sĩ tư vấn. Xin cảm ơn Câu hỏi ẩn danh Chào bác sĩ, em chưa có con, hiện em đang dùng thuốc tránh thai. Bác sĩ cho em hỏi dùng thuốc tránh thai hàng ngày kéo dài có ảnh hưởng tới sinh sản không ạ? Cảm ơn bác sĩ đã tư vấn.","Chào bạn, Thành phần chính của thuốc tránh thai hàng ngày là estrogen và progesterone. Hai hormone này có tác dụng tạo ra môi trường âm đạo không lý tưởng cho quá trình thụ tinh, ngăn ngừa khả năng rụng trứng và hạn chế tối đa khả năng thụ thai. Do thuốc làm thay đổi nội tiết tố của nữ giới nên sẽ gây ra một số tác dụng phụ. Hầu hết những triệu chứng tác dụng phụ sẽ biến mất sau 2-3 tháng. Khi sử dụng thuốc tránh thai hàng ngày sẽ không có tác dụng phụ về lâu dài. Hiện nay chưa có bằng chứng nào chứng minh sử dụng thuốc tránh thai hàng ngày kéo dài có thể gây ảnh hưởng đến hoạt động và chất lượng của buồng trứng. Nhưng để sử dụng thuốc tránh thai hàng ngày hợp lý và hiệu quả, bạn nên đi khám và sử dụng thuốc theo chỉ định của bác sĩ. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng!"
"Chào bác sĩ, Em bị dị ứng mắt và kèm theo chảy nước mắt, đỏ mắt, nghẹt mũi và chảy mũi nước. Bác sĩ cho em hỏi dị ứng mắt kèm chảy nước mắt cần khắc phục thế nào? Em cảm ơn bác sĩ.","Chào bạn, Với câu hỏi “Dị ứng mắt kèm chảy nước mắt cần khắc phục thế nào?”, bác sĩ xin giải đáp như sau: Bạn có triệu chứng dị ứng mắt, chảy nước mắt, đỏ mắt là dấu hiệu bất thường. Bạn nên để ý xem bạn bị dị ứng gì để tránh, hoặc làm Test kiểm tra mình bị dị ứng gì. Bạn nên đi khám để bác sĩ đánh giá tình trạng và điều trị cụ thể. Nếu bạn còn thắc mắc về dị ứng mắt kèm chảy nước mắt, bạn có thể đến bệnh viện  để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Thưa bác sĩ, tôi bị ù tai nguyên nhân do đâu ạ? Cảm ơn bác sĩ!","Chào bạn! Ù tai là triệu chứng chứ không phải là bệnh lý, nhiều nguyên nhân có thể dẫn đến ù tai như bệnh lý tai ngoài, tai giữa, vòi nhĩ, tai trong, ... bạn nên đi khám chuyên khoa Tai Mũi Họng để được khám lâm sàng, chẩn đoán và làm các xét nghiệm cần thiết. Bạn có thể đến khám tại bệnh viện trên toàn quốc để bác sĩ tư vấn rõ hơn và đưa ra hướng điều trị phù hợp. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng!"
"Xin chào bác sĩ, nhà em có nuôi 1 con chó con khoảng 5 - 6 ngày vừa rồi nó lên cơn và nhà em không biết tưởng nó bị đánh bả nên cấp cứu cho nó. Trong lúc đấy thì đầu ngón tay trái của em có va vào răng của con chó nên bị rướm máu khoảng nửa tiếng sau thì con chó đó chết, chó nhà em có tiêm phòng rồi ạ. Bác sĩ tư vấn giúp em tình trạng ngón tay rướm máu sau khi chạm vào răng chó chết không rõ nguyên nhân có nguy cơ mắc bệnh dại không?","Chào bạn ! Với thắc mắc “ngón tay rướm máu sau khi chạm vào răng chó chết không rõ nguyên nhân có nguy cơ mắc bệnh dại không?” của bạn, bác sĩ giải đáp như sau: Dù con chó nhà bạn có tiêm phòng dại rồi, khi bạn bị nó cắn hay vô tình răng nó làm rách da chảy máu thì bạn vẫn nên tiêm phòng dại càng sớm càng tốt nhé. Bạn có thể đến tại các phòng khám, bệnh viện trên toàn quốc để được bác sĩ tư vấn thêm. Trân trọng!"
