question,answer
"Chào bác sĩ, Em bị đau răng có triệu chứng đau lan tới vùng thái dương rồi lên đầu và dài xuống gáy cổ, đau không nhiều nhưng kéo dài liên tục nhiều giờ và hàng ngày. Vậy bác sĩ cho em hỏi cần làm gì khi tình trạng đau răng lan đến cổ và đầu? Em cảm ơn bác sĩ.","Chào bạn, Với câu hỏi “Cần làm gì khi tình trạng đau răng lan đến cổ và đầu?”, bác sĩ xin giải đáp như sau: Bạn đang bị đau răng, và cảm giác đau liên tục và đau lan tỏa. Vì vậy, bạn nên thăm khám các cơ sở Nha khoa có chụp X - quang răng để kiểm tra đánh giá vấn đề đau của bạn là từ đâu và từ đó cho bạn hướng điều trị. Nếu bạn còn thắc mắc về đau răng, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, hai tuần này bố có một số triệu chứng như ho nhiều vào buổi sáng, mỗi lần ho thường có đờm. Ngoài ra, bố còn hay hút thuốc nữa ạ. Vậy người nghiện thuốc lá ho nhiều kèm theo có đờm là dấu hiệu của bệnh gì ạ? Mong bác sĩ giải đáp giúp em, xin cảm ơn!","Chào em, Đối với thắc mắc: Người nghiện thuốc lá ho nhiều kèm theo có đờm là dấu hiệu của bệnh gì? bác sĩ xin được giải đáp như sau: Đối với các bệnh nhân có tiền sử hút thuốc lá thì triệu chứng ho kéo dài, ho tái phát dai dẳng có thể là một dấu hiệu cần đi khám. Các bệnh hay gặp là: viêm phế quản mãn tính, bệnh phổi tắc nghẽn mãn tính, lao phổi, u phổi. Từ việc dựa vào các kết quả xét nghiệm và phim chụp, bác sĩ có thể kết luận được bệnh chính xác nhất. Cảm ơn em đã tin tưởng và gửi câu hỏi đến Vinmec. Trân trọng!"
"Em bị viêm mũi dị ứng hơn 10 năm rồi, giờ bệnh ngày càng nặng, ngày nào cũng sổ mũi, đau đầu, hoa mắt, ù tai,... Rất khó chịu, em rất muốn tìm thuốc chữa trị. Kính mong bác sĩ cho em hỏi có thuốc đặc trị không ạ?","Chào bạn. Bệnh viêm mũi dị ứng là một vấn đề lớn với toàn xã hội, chưa có phương pháp điều trị triệt để, tuy nhiên hạn chế sự tiến triển của bệnh, tránh các biến chứng, đảm bảo chất lượng cuộc sống là mục đích chính của điều trị loại bệnh này, có nhiều phương pháp để hạn chế triệu chứng của bệnh. Với tình trạng của bạn có thể đang giai đoạn cấp của bệnh, cần được khám và chữa trị bài bản, liệu trình điều trị có thể từ 2-3 tháng và được theo dõi chặt chẽ bởi bác sĩ. Bên cạnh việc dùng thuốc, vấn đề dự phòng là rất quan trọng, tránh tiếp xúc các yếu tố dị nguyên, vệ sinh phòng ốc sạch sẽ, tránh nuôi các động vật như chim, mèo trong nhà, vệ sinh nước muối hàng ngày, luyện tập thể dục thể thao nâng cao sức đề kháng bạn nhé. Trân trọng."
"Chào bác sĩ, Em đi điều trị răng nhưng khi về nhà thì em bị tê quanh miệng và cằm hơn hai tuần mà không hết. Vậy bác sĩ cho em hỏi tê quanh miệng sau điều trị răng 2 tuần phải làm sao? Em cảm ơn bác sĩ. Phần Thị Diễm My (1998).","text: Chào bạn, Với câu hỏi “Tê quanh miệng sau điều trị răng 2 tuần phải làm sao?”, bác sĩ xin giải đáp như sau: Triệu chứng tê có thể do: Do đó, bạn cần trao đổi lại với bác sĩ nơi đã điều trị răng cho bạn. Cảm giác tê sẽ kéo dài tùy vào mức độ ảnh hưởng đến dây thần kinh. Thường sẽ giảm dần và hết trong vòng vài tuần đến vài tháng. Riêng đối với trường hợp cấy implant phạm vào dây thần kinh thì phải tháo ngay implant càng sớm càng tốt. Nếu bạn còn thắc mắc về tê quanh miệng sau điều trị răng, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, Gần đây, tôi có đi khám sức khỏe, có làm xét nghiệm định lượng AFP. Kết quả ghi như sau: 16.39 (Khoảng tham chiếu là 0 - 5.8 IU/ml). Nhờ bác sĩ tư vấn kết quả xét nghiệm định lượng AFP? Cảm ơn bác sĩ tư vấn.","Chào bạn, Với câu hỏi “Tư vấn kết quả xét nghiệm định lượng AFP?”, bác sĩ giải đáp như sau: Alpha-fetoprotein (AFP) là một protein bình thường của các tế bào gan còn non, hình thành trong giai đoạn bào thai. Ở trẻ sơ sinh, nồng độ AFP khá cao; nhưng ngay trong năm đầu tiên, lượng AFP sẽ nhanh chóng giảm xuống và bằng với giá trị có ở người trưởng thành. Ngoài ra, phụ nữ mang thai với bào thai bị khuyết tật ống thần kinh có thể có nồng độ AFP cao. Không chỉ vậy, theo thống kê, có 2/3 số người bị ung thư gan cũng sản xuất AFP ở mức độ cao. Do đó, xét nghiệm tìm dấu ấn AFP cũng được sử dụng trong tầm soát và theo dõi điều trị ung thư gan. Khoảng tham chiếu AFP 0- 5.8 IU/mL là bình thường và có thể khác nhau tùy theo từng phòng xét nghiệm. Khi nồng độ AFP > 25 UI/mL nghi ngờ bệnh lý. Khi bệnh nhân bị ung thư gan nồng độ tăng lên: - Có khoảng 80% bệnh nhân ung thư gan có AFP > 25 UI/mL. - Có khoảng 60% bệnh nhân ung thư gan có nồng độ AFP > 100 UI/mL. Khoảng 50% bệnh nhân ung thư gan có nồng độ AFP > 300 UI/mL. Xét nghiệm AFP là xét nghiệm có giá trị lớn trong chẩn đoán ung thư gan và theo dõi điều trị. Tuy nhiên, chỉ riêng xét nghiệm AFP chưa đủ để kết luận ung thư gan. Bởi vì AFP còn tăng lên khi bệnh nhân bị viêm gan cấp, viêm gan mạn, xơ gan, có thai... Ngược lại AFP bình thường cũng không loại trừ khả năng bị ung thư gan vì có tới 20-30% bệnh nhân ung thư gan nguyên phát nhưng nồng độ AFP vẫn không cao, đó là chưa kể các trường hợp ung thư gan thứ phát. Do đó để phát hiện ung thư gan, cần kết hợp xét nghiệm AFP và các xét nghiệm, chẩn đoán hình ảnh khác. Trong trường hợp của bạn, kết quả trong giới hạn bình thường. Tuy nhiên, bạn nên khám sức khỏe định kỳ để kiểm soát tốt hơn. Nếu bạn còn thắc mắc về việc tư vấn kết quả xét nghiệm định lượng AFP, bạn có thể đến cơ sở y tế thăm khám và điều trị sớm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, Em bị khàn tiếng, nói nhiều mệt không ra hơi, hụt hơi. Em đi khám chữa nhiều nơi không khỏi. Bác sĩ cho em hỏi khàn tiếng kèm hụt hơi điều trị thế nào? Em cảm ơn.","Chào bạn, Với câu hỏi “Khàn tiếng kèm hụt hơi điều trị thế nào?”, bác sĩ xin giải đáp như sau: Khàn tiếng là triệu chứng của nhiều bệnh lý như viêm thanh quản, polyp thanh quản, u thanh quản, liệt thanh quản,... tùy mỗi bệnh lý khác nhau có phương pháp điều trị khác nhau như điều trị nội khoa, âm ngữ trị liệu, phẫu thuật,... Để chẩn đoán chính xác, bạn nên thăm khám chuyên khoa Tai mũi họng để được tư vấn điều trị cho bạn. Bạn có thể đặt hẹn qua tổng đài đặt hẹn hệ thống Y Khoa Vinmec để được các bác sĩ Tai mũi họng thăm khám và điều trị. Nếu bạn còn thắc mắc về khàn tiếng kèm hụt hơi, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Bác sĩ cho tôi hỏi: Tôi mới làm xét nghiệm tỷ lệ % bạch cầu Mono 2.3, trong khi đó 4.0-8.0 số tham chiếu. Xin hỏi bác sĩ, tỷ lệ bạch cầu Mono 2.3 ảnh hưởng gì không? Có nên bổ sung thực phẩm và thuốc? Cảm ơn bác sĩ đã tư vấn giúp tôi.","Chào cô. Theo như thông tin của cô thì số lượng bạch cầu Mono của cô giảm hơn so với giá trị bình thường. Tùy theo giảm do nguyên nhân gì mà có cần can thiệp hay không. Các nguyên nhân gây giảm bạch cầu Mono: Do đó, cô lên đến gặp bác sĩ tìm nguyên nhân gây giảm bạch cầu Mono để có hướng xử trí phù hợp. Cô có thể đến bệnh viện để được thăm khám bởi những bác sĩ giàu chuyên môn. Rất mong có thể gặp cô nhằm trao đổi kỹ hơn. Cảm ơn câu hỏi “Bạch cầu Mono 2.3 ảnh hưởng gì không? Có nên bổ sung thực phẩm và thuốc?” của cô gửi tới Vinmec. Trân trọng."
"text: Chào bác sĩ. Bác sĩ cho em hỏi ù tai lâu ngày là dấu hiệu của bệnh gì? Sau khi bị ù tai 2 tuần, em có đi khám bác sĩ và được chẩn đoán mắc viêm tai giữa, tuy nhiên em uống thuốc theo đơn thì không thấy đỡ ạ. Cảm ơn bác sĩ đã tư vấn.","Ù tai là triệu chứng của nhiều nguyên nhân khác nhau như: Ngoài ra, có một số nguyên nhân gây ù tai ít phổ biến hơn, bao gồm: Cám ơn bạn đã tin tưởng và gửi câu hỏi đến Vinmec. Chúc bạn sức khỏe!"
"Bác sĩ cho em hỏi có thuốc nào trị đổ mồ hôi mà không cần phải phẫu thuật không ạ? Em xin cảm ơn! Chào bác sĩ. Em bị ra mồ hôi nhiều khi chơi thể thao và khi không chơi thể thao nữa vẫn còn ra nhiều, trên trán, ngực và lưng. Mong bác sĩ tư vấn. Em cảm ơn.","Chào bạn, đổ mồ hôi thường do nhiều nguyên nhân, có thể do cường giao cảm, rối loạn lo âu hoặc các bệnh lý tiềm tàng bên trong như lao, ung thư .... Bạn nên đến bác sĩ nội tổng quát để được khám và sàng lọc tìm nguyên nhân và có hướng điều trị nhé."
"Cháu cảm thấy tai trong rất căng, nó cứ thỉnh thoảng lại căng lên, mỗi khi nghe tiếng gì hơi to một chút là đau, bình thường cháu cứ nghĩ đến trong đầu thế là tai cháu lại đau. Cháu dạo này hay đeo tai nghe để học bài, nhưng âm lượng vừa phải, tai nghe cũng chỉ của một mình cháu. Hay do cháu ngủ ít quá ạ? Mong được bác sĩ tư vấn, chắc bác sẽ biết vấn đề của cháu đang gặp phải ạ. Cháu cảm ơn nhiều ạ.","Chào cháu. Thông thường tai có cơ chế phản xạ, khi gặp những âm thanh lớn, cơ bàn đạp và cơ căng màng nhĩ trong tai giữa sẽ co lại làm cứng chuyển động xương con và màng nhĩ hạn chế âm thanh tác động vào tai trong để bảo vệ tai, triệu chứng cháu đưa ra như vậy không quá nghiêm trọng, tuy nhiên nếu cháu thấy nghe kém, ù tai nhiều, chóng mặt thì phải đi khám Tai - Mũi - Họng để đánh giá về tai nhé. Ngủ ít cũng dễ gây ù tai, đeo tai nghe không nên đeo liên tục quá một giờ và không đeo cường độ lớn cháu nhé. Cảm ơn bạn đã đặt câu hỏi cho DICA."
"Chào bác sĩ, tôi bị bệnh zona khoảng 1 tháng nay, đã uống thuốc, tiêm, bôi, tây y và thuốc bắc, nam nhưng không khỏi. Bây giờ 1 ngày tôi phải chịu đến 7, 8 cơn đau giật mạnh, bác sĩ tư vấn giúp tôi với ạ?","Chào bác, cảm ơn bác đã gửi thắc mắc về website, trường hợp của bác có thể bị đau thần kinh sau zona, trường hợp này bác cần khám chuyên khoa Nội Thần kinh hoặc tư vấn chuyên sâu về giảm đau () để tư vấn điều trị chứng đau thần kinh sau zona một cách hiệu quả nhé."
"Chào bác sĩ, Chỉ số xét nghiệm của em như sau TSH: 0.199 (khoảng tham chiếu 0.32 - 5.0 uIU/mL), FT3: 3.42 (khoảng tham chiếu 2.0 - 4.4 uIU/mL), FT4: 1.12 (khoảng tham chiếu 0.71 - 1.85 uIU/mL). Vậy bác sĩ cho em hỏi chỉ số xét nghiệm tuyến giáp tăng nhẹ nên làm gì? Em xin cảm ơn.","Chào bạn, Với câu hỏi “Chỉ số xét nghiệm tuyến giáp tăng nhẹ nên làm gì?”, bác sĩ giải đáp như sau: Các chỉ số xét nghiệm TSH, FT3, FT4 bạn hỏi thường được chỉ định cùng nhau để chẩn đoán các bệnh lý về tuyến giáp. Tuyến giáp là một tuyến nhỏ, có hình bướm nằm ở trước cổ. Chức năng chính của tuyến giáp là sản xuất hormon điều hòa hoạt động của các tế bào và của các mô cơ quan trong cơ thể. Khoảng tham chiếu của tuyến giáp như bạn đã ghi. Khoảng tham chiếu này có thể khác nhau tùy thuộc từng phòng xét nghiệm. Khi chỉ số TSH cao và FT4 thấp cảnh báo suy giáp nguyên phát do bệnh ở tuyến giáp như Hashimoto. Chỉ số TSH thấp và FT4 thấp cảnh báo suy giáp thứ phát do bệnh liên quan đến tuyến yên hoặc do sự phản ứng của các bệnh không phải ở tuyến giáp. Chỉ số TSH thấp và FT4 cao cho thấy bệnh nhân bị bệnh cường giáp, như bệnh Basedow. Trong trường hợp chỉ số TSH tăng nhẹ nhưng chỉ số FT4 vẫn nằm trong giới hạn bình thường, dấu hiệu cảnh báo suy giáp không triệu chứng. Kết quả xét nghiệm của bạn TSH: ***, FT4: ***, FT3: *** có nồng độ TSH thấp hơn giới hạn bình thường, còn FT3 và FT4 bình thường. Tuy nhiên, trong bệnh cường giáp giai đoạn sớm TSH thường thay đổi sớm, FT4 thay đổi muộn hơn. Bạn nên đến chuyên khoa Nội tiết các bác sĩ sẽ khám các triệu chứng lâm sàng và bổ sung các xét nghiệm để có thể tư vấn cụ thể hơn. Nếu bạn còn thắc mắc về việc chỉ số xét nghiệm tuyến giáp tăng nhẹ nên làm gì, bạn có thể đến cơ sở y tế thăm khám và điều trị sớm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, Cháu bị đau răng hàm phía trên bên phải và thấy có chấm đen sâu răng gây ê nhức, đôi khi gây có mùi ở răng sâu. Nhưng do tình hình dịch bệnh nên cháu chưa đi khám được. Vậy bác sĩ cho cháu hỏi răng hàm trên có chấm đen sâu gây ê nhức phải làm sao? Cháu cảm ơn bác sĩ.","Chào bạn, Với câu hỏi “Răng hàm trên có chấm đen sâu gây ê nhức phải làm sao?”, bác sĩ xin giải đáp như sau: Triệu chứng của bạn là biểu hiện của sâu răng. Vì thế, bạn nên đến viện khám chuyên khoa, miễn là tuân thủ đúng quy định phòng dịch. Trường hợp bạn không thể đi ra ngoài thì sau khi ăn, bạn cần vệ sinh sạch sẽ để cho thức ăn không còn đọng ở lỗ sâu. Tránh ăn các đồ ăn quá lạnh, quá nóng, quá ngọt,...Khi được đi khám bệnh thì bạn nên đến viện hàn lại răng sâu ngay. Nếu bạn còn thắc mắc về răng hàm trên có chấm đen sâu gây ê nhức, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
