question,answer
"Chào bác sĩ! Con trai tôi được chẩn đoán bị tràn dịch màng tinh hoàn khi 4 tháng tuổi, bác sĩ dặn 1 tuổi đi khám lại nếu còn thì phải phẫu thuật. Vì một số lý do mà tôi chưa cho cháu đi khám lại được. Nay con tôi đã được gần 15 tháng tuổi tôi có đi khám tại nơi tôi ở, bác sĩ chẩn đoán vẫn còn tầm 5 hoặc 7, không đáng ngại có thể tiếp tục theo dõi. Bác sĩ cho tôi hỏi bệnh của con có cần phẫu thuật ngay không? Thời gian này đang dịch bệnh nên tôi không muốn cho cháu đi lại. Mong bác sĩ tư vấn, tôi xin cảm ơn.","Chào chị! Phẫu thuật tràn dịch màng tinh hoàn không phải một phẫu thuật cấp cứu, nên chị có thể đưa cháu đi khám bác sĩ chuyên khoa Ngoại Nhi sau 2-3 tháng. Trong thời gian này, chị theo dõi khối phồng ở tinh hoàn của cháu có hiện tượng phồng to nhanh, căng tức hoặc cháu rất kích thích, khó chịu thì nên cho cháu tái khám sớm hơn. Chị có thể đưa bé đến thăm khám tại các bệnh viện trên toàn quốc để được các bác sĩ giỏi chuyên môn, giàu kinh nghiệm tư vấn kỹ càng hơn nhé. Chúc bé sớm bình phục! Cảm ơn bạn đã đặt câu hỏi cho DICA."
"Chào bác sĩ. Bác sĩ cho em hỏi ạ, vợ em siêu âm có thai 6 tuần nhưng chưa thấy tim thai. Như vậy vợ em có làm sao không ạ? Cảm ơn bác sĩ đã tư vấn giúp em.","Chào bạn. Tim thai thường sẽ xuất hiện vào tuần thứ 6 - 7 của thai kỳ. Một số trường hợp phải tuần thứ 8 – 10 của thai kỳ mới nghe thấy tim thai. Nếu vợ bạn chưa có dấu hiệu đau bụng, ra máu thì nên theo dõi tiếp và kiểm tra lại sau 1 tuần. Để an tâm, bạn có thể đưa vợ tới bác sĩ Sản khoa - Bệnh viện Đa khoa Quốc tế Vinmec cơ sở gần nhất để được kiểm tra, tư vấn kỹ càng hơn. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc vợ bạn có một thai kỳ khỏe mạnh, gia đình luôn hạnh phúc."
"Chào bác sĩ, Ba của tôi bị đám rối thần kinh, các cơ bắp tay và chân cứ bị teo dần đi và tay phải bị liệt không thể cử động lên xuống được nữa, tuy nhiên, tay vẫn còn cảm giác cầm nắm. Sau khi phẫu thuật đám rối xong, ba tôi thường gặp phải các cơn đau nhức. Theo ba tôi nói thì đau kiểu co rút và nhức nhối ở phần bả vai rồi lan xuống các vùng cơ lân cận. Xin hỏi bác sĩ đau nhức cơ sau phẫu thuật đám rối thần kinh tay phải khắc phục thế nào?",The text you provided is empty and there is nothing to clean or modify. Please provide a valid input text.
"Chào bác sĩ, Mẹ con bị một đốm đen trong phổi, có ho. Mẹ được bệnh viện cho uống thuốc giảm ho nhưng vì dưới quê nên họ không biết đốm đen trong phổi là gì. Vậy bác sĩ cho em hỏi có đốm đen trong phổi có nguy hiểm không? Mong bác sĩ tư vấn, em cảm ơn.","Chào bạn, Với câu hỏi “Có đốm đen trong phổi có nguy hiểm không?”, bác sĩ xin giải đáp như sau: “Một đốm đen trong phổi” thường ít mang ý nghĩa bệnh lý nguy hiểm, tuy nhiên bác sĩ cần bạn cung cấp hình ảnh (phim) để có câu trả lời chính xác hơn, vì đốm đen là từ cụm từ chung chung của nhiều tổn thương phổi. Hết thuốc, nên tái khám và mang theo phim chụp để được tư vấn chính xác. Nếu bạn còn thắc mắc về có đốm đen trong phổi, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
Chào bác sĩ! Em với bạn gái có quan hệ không sử dụng biện pháp tránh thai vào ngày 20/3 và bạn gái em dùng thuốc tránh thai. Sau đó bọn em quan hệ vào ngày 27/3. Bạn gái em có kinh vào ngày 31/3 thay vì ngày 4-5-6 hàng tháng. Vậy trường hợp này bạn gái em có nguy cơ có thai không ạ? Xin cảm ơn bác sĩ ạ!,"Chào bạn! Việc có kinh nguyệt là dấu hiệu không có thai. Trong trường của bạn gái em bị rối loạn kinh nguyệt có thể là do tác dụng phụ của thuốc tránh thai, thông thường sẽ được cải thiện trong kỳ kinh nguyệt sau. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng."
"Chào bác sĩ, tôi cao 1,5m, nặng 62 kg, chân tôi thường bị nổi những nốt như muỗi cắn, sờ vào thì hơi đau đau nhưng không ngứa . Khoảng 4 đến 5 tháng thì bị 1 lần, kéo dài trong 3 đến 4 tuần tự nhiên hết, không biết vì sao ạ?","Chào em, cảm ơn em đã gửi thắc mắc về website, với triệu chứng trên, có thể em bị viêm da dị ứng thời tiết. Tốt nhất, khi xuất hiện triệu chứng trên, em nên vào bệnh viện khám ngay, để bác sĩ kiểm tra và cho làm 1 số xét nghiệm máu cần thiết. Tư vấn chuyên môn bởi các bác sĩ - Khoa Hồi sức - Cấp cứu - Bệnh viện Đa khoa Quốc tế Vinmec Nha Trang."
"Chào bác sĩ, Từ tháng 4/2020, em mới xuất hiện lần đầu triệu chứng viêm amidan có mủ và sốt. Tuy nhiên, kể từ thời gian đó trở đi, bệnh tái phát nhiều lần (khoảng 1,2 tháng bị 01 lần), nhất là sau khi bị cảm tình trạng viêm nặng hơn lúc bình thường (sốt và có mủ, không tự khỏi được). Tình trạng trên ảnh hưởng rất nhiều đến sức khỏe và sinh hoạt của bản thân. Bác sĩ cho em hỏi viêm amidan có mủ kèm sốt tái phát nhiều lần phải làm sao? Em có nguy cơ bị ung thư vòm họng không? Em cảm ơn.","Chào bạn, Với câu hỏi “Viêm amidan có mủ kèm sốt tái phát nhiều lần phải làm sao?”, bác sĩ xin giải đáp như sau: Các triệu chứng sốt, đau họng, amidan có mủ tái đi tái lại nhiều lần gợi ý tình trạng viêm amidan mạn. Tình trạng viêm amidan của chị tái đi tái lại thường xuyên, ảnh hưởng nhiều đến sức khỏe và sinh hoạt bản thân do đó có chỉ định cắt amidan để điều trị hiệu quả tình trạng trên. Viêm amidan mạn không phải là nguy cơ ung thư vòm họng, tuy vậy bạn nên đến phòng khám Tai mũi họng để khám, nội soi kiểm tra nhằm xác định có đúng là chị đang có tình trạng viêm amidan mạn hay không, đồng thời tầm soát thêm một số nguyên nhân gây sốt, đau họng khác. Nếu bạn còn thắc mắc về viêm amidan có mủ kèm sốt tái phát nhiều lần, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, Em đang có các dấu hiệu như đau dây thần kinh chẩm. Bác sĩ cho em hỏi chẩn đoán đau dây thần kinh chẩm bằng phương pháp nào? Cảm ơn bác sĩ tư vấn.","Chào bạn, Với câu hỏi “Chẩn đoán đau dây thần kinh chẩm bằng phương pháp nào?”, bác sĩ giải đáp như sau: Bạn có dấu hiệu đau dây thần kinh chẩm thì nên khám chuyên khoa thần kinh trước để bác sĩ khám cẩn thận, sau đó có thể tư vấn cho bạn chụp cộng hưởng từ sọ não để loại trừ các nguyên nhân thực thể nội sọ cũng như loại trừ các nguyên nhân đau đầu khác (như đau đầu vận mạch). Ngoài ra, bác sĩ có thể chỉ định phong bế thần kinh chẩm để giúp khẳng định chẩn đoán. Nếu bạn còn thắc mắc về việc chẩn đoán đau dây thần kinh chẩm, bạn có thể đến bệnh viện để kiểm tra. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, em bị giãn tĩnh mạch năm 18 tuổi, lúc đó có cơn đau âm ỉ nên em đi siêu âm thì giãn độ 1. Bây giờ em 21 tuổi rồi, hôm trước em có đi làm các xét nghiệm định kỳ thì đã giãn lên đến độ 3 nhưng bản thân em không cảm giác đau hay bất thường gì về bìu. Em thử sờ thì thấy tinh hoàn trái chỉ bằng 2/3 phải thôi, em cũng xét nghiệm tinh dịch đồ thấy cả số lượng và chất lượng đều giảm đi, bác sĩ có nói với em bệnh này rất phổ biến rồi kê đơn thực phẩm bổ sung tăng cường tinh trùng và thuốc trợ mạch ạ, bác sĩ cũng có nói nếu sau này lấy vợ không có con thì sẽ tiến hành phẫu thuật. Vậy bác sĩ cho em hỏi, sau phẫu thuật giãn tĩnh mạch tinh liệu kích thước và chức năng tinh hoàn có giống như trước không ạ?","text: Chào bạn!. Bạn bị giãn tĩnh mạch tinh, đi khám thì được khuyên sau này lập gia đình không có con thì sẽ tiến hành phẫu thuật và muốn hỏi “sau phẫu thuật giãn tĩnh mạch tinh liệu kích thước và chức năng tinh hoàn có giống như trước không?” Tuy nhiên, bác sĩ khuyên bạn nên đi mổ sớm vì giãn tĩnh mạch tinh đã gây ảnh hưởng tới chất lượng tinh trùng và làm giảm kích thước tinh hoàn của bạn rồi nhé. Bạn có thể đến tại các bệnh viện để bác sĩ tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng!"
"Chào bác sĩ, em năm nay mới 17 tuổi. 3 hôm trước, răng cấm em bị sưng lên thì đi nha khoa, bác sĩ bảo em đang mọc răng nhưng mọc hơi chậm. Tuy nhiên, 1 ngày trước thì em thấy dưới cằm của em bị mọc 1 cục u (chạm vào khá đau), và mấy hôm nay em cũng có bị đau họng. Vậy thì hạch dưới cằm sưng đau, kèm theo đau họng và đau răng là triệu chứng của ung thư vòm họng ạ? Mong bác sĩ tư vấn giúp.","Chào bạn! Đối với thắc mắc về Hạch dưới cằm sưng đau, kèm theo đau họng và đau răng là triệu chứng của ung thư vòm họng? bác sĩ xin được giải thích như sau: Triệu chứng hạch sưng đau như thế có khả năng bạn có hạch dưới cằm, hạch có thể do phản ứng của những viêm nhiễm khoang miệng, hoặc cũng có thể là nang dưới da vùng cổ hoặc cũng có thể là Nang giáp – lưỡi. Bạn có thế đến khám chuyên khoa Tai mũi họng và Đầu cổ tại cơ sở y tế uy tín hoặc bệnh viện gần nhất trên toàn quốc để được theo dõi và điều trị. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng!"
"Dạ em xin chào bác sĩ. Em đang bị tâm lý là không biết mình có bị nhiễm HIV hay không mong bác sĩ tư vấn dùm em ạ. Ngày 2/2/2020 em có đi nhậu với vài người bạn và đi mua dâm nhưng em lại không mang bao cao su. Tự nhiên về em có cảm giác mình bị lây nhiễm HIV của người bán dâm. Từ ngày đó da em có hiện tượng khô ở tay chân và ở bẹn 2 bên dưới bụng. Em chỉ cần đụng vào nước xíu là tay bị ăn nước ạ. 4 ngày sau khi mua dâm thì tối em có đi nhậu với bạn nên về hơi trễ và đi đường gió lạnh. Ngày hôm sau người của em mệt mỏi, buồn ngủ li bì, tay chân bủn rủn. Em có mua thuốc uống ngày hôm sau thì lại hết mệt mỏi nhưng vẫn còn cảm giác ớn lạnh và hay nổi da gà. Tay chân và bụng của em vẫn bị khô da mà không bị tróc, chỉ thấy khô lại thôi ạ. Em có hỏi bác sĩ và muốn đi xét nghiệm HIV để cho rõ nhưng bác sĩ nói là sau 3 tháng xét nghiệm mới biết và khi bị nhiễm HIV sẽ không có biểu hiện gì để nhận biết ngoại trừ xét nghiệm. Mong bác sĩ tư vấn giúp em với ạ. Em xin chân thành cảm ơn. Câu hỏi ẩn danh Em chào bác sĩ. Em có lỡ quan hệ với người đồng giới không sử dụng bao cao su có nhiễm HIV không ạ? Nhưng người đó rất khoẻ mạnh không bị hiv. Mong bác sĩ tư vấn. Xin cảm ơn. Câu hỏi ẩn danh Chào bác sĩ, bác sĩ cho em hỏi khi quan hệ xuất tinh ra ngoài có bị nhiễm HIV không? Mong bác sĩ tư vấn. Xin cảm ơn.","text: Chào bạn. Quan hệ tình dục không an toàn có nguy cơ cao bị lây nhiễm HIV. Bạn nên làm xét nghiệm giai đoạn này để xác định có nhiễm trước hay không. Nếu âm tính sau 03 tháng bạn xét nghiệm lại lần thứ hai. Bạn có thể thực hiện việc xét nghiệm HIV tại các bệnh viện lớn, có điều kiện cơ sở vật chất tốt như bệnh viện. Rất mong có thể sớm được gặp bạn để trao đổi cũng như thăm khám kỹ hơn. Trân trọng cảm ơn."
"Chào bác sĩ, Em cháu bị tai nạn giao thông. Bác sĩ nói thận trái có hình ảnh vỡ và tụ máu nhu một thận có kích thước 7x4mm, rách vào bể thận có tụ máu nhiều xung quanh thận. Tỷ trọng của thận là 55hu và lan ra theo rãnh đại tràng xuống, tiểu khu đọng kẻ tiểu khu dày 44mm. Sau khi tiêm thuốc, thì ngấm thuốc và bài tiết bình thường có hình ảnh thoát thuốc cản quang ra khỏi đường bài xuất ở vị trí khúc nối bể thận niệu quản, dày phù nề thành niệu quản và bể thận. 3 tĩnh mạch không tổn thương. Em cháu 4 ngày không sốt không chướng bụng. Xin hỏi bác sĩ chấn thương thận nặng không sốt không chướng bụng có phải mổ không? Cháu xin cảm ơn.","Chào bạn, Với câu hỏi “Chấn thương thận nặng không sốt không chướng bụng có phải mổ không?”, bác sĩ xin được giải đáp như sau: Trường hợp của em bạn là một trường hợp chấn thương thận rất nặng. Tuy nhiên, chưa có chỉ định phẫu thuật vì có thể điều trị nội khoa được. Em bạn nên nằm và hạn chế vận động, sử dụng thuốc theo chỉ định của bác sĩ. Tiến triển như vậy là tốt, nếu không có gì bất thường thì sẽ không phải phẫu thuật. Nếu bạn còn thắc mắc về việc chấn thương thận nặng không sốt không chướng bụng có phải mổ không, bạn có thể đến bệnh viện để kiểm tra với bác sĩ Ngoại Tiết Niệu. Cảm ơn bạn đã tin tưởng và gửi câu hỏi. Chúc bạn có thật nhiều sức khỏe. Trân trọng! Bác sĩ - Khoa Ngoại tổng hợp - Bệnh viện Đa khoa Quốc tế Vinmec Đà Nẵng."
"Thưa bác sĩ! Tôi bị thủy đậu từ lúc phát bệnh đến hôm nay là 12 ngày rồi, không còn mụn nước chỉ còn vài mụn chưa tróc vảy. Xin hỏi bác sĩ với tình trạng bệnh như thế tôi còn khả năng lây nhiễm cho người khác không? Mong được tư vấn, cảm ơn bác sĩ!","Chào bạn. Bệnh thủy đậu có thể lây qua tiếp xúc với chất dịch từ mụn nước thủy đậu, qua hô hấp và lây lan ngay cả khi các nốt mụn đã đóng vảy. Vì vậy, bạn vẫn có khả năng truyền bệnh cho người khác nếu các nốt mụn vẫn còn virus thủy đậu. Do đó, bạn nên thực hiện các biện pháp cách ly theo hướng dẫn để hạn chế khả năng lây nhiễm. Nếu cơ thể xuất hiện những biểu hiện bất thường, bạn nên đến thăm khám với các bác sĩ có chuyên môn để được tư vấn. Bạn có thể lựa chọn đến cơ sở gần nhất của Bệnh viện Đa khoa Quốc tế Vinmec để được thăm khám, tư vấn kỹ càng hơn. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng! ."
"Chào bác sĩ, Dạo gần đây, mỗi tối ngủ con hay bị nghẹt mũi kèm theo vướng họng nhưng không có đờm, đặc biệt là lúc nằm xuống. Còn ban ngày chỉ thấy vướng họng. Bác sĩ cho con hỏi nghẹt mũi kèm vướng họng là dấu hiệu bệnh gì? Con cảm ơn.","Chào bạn, Với câu hỏi “Nghẹt mũi kèm vướng họng là dấu hiệu bệnh gì?”, bác sĩ xin giải đáp như sau: Các dấu hiệu: nghẹt mũi, vướng họng có thể gặp trong các bệnh lý viêm mũi xoang, viêm họng, viêm amidan, trào ngược dạ dày - thực quản,... Bạn có thể đến phòng khám Tai mũi họng để nội soi mũi xoang, họng - thanh quản kiểm tra và tư vấn điều trị hiệu quả. Nếu bạn còn thắc mắc về nghẹt mũi kèm vướng họng, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
